iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,nkill,location,summary
1994,10,15,United States,Maine (U.S. State),Strong,44.815869,-70.218229,0,"off of Foster Hill Road in Freeman Township in Franklin County, Maine","10/15/1994: Unknown perpetrators torched a skidder belonging to lumberman, David Boynton, off of Foster Hill Road in Franklin County, Maine in the United States. There were no casualties in the incident, but the skidder, which was destroyed in the arson, was valued at $25,000.  Before the skidder had been deliberately set on fire, the filters were removed and strewn around the area."
1994,10,16,United States,Texas (U.S. State),Lubbock,33.59233,-101.855869,1,Martin Luther King Blvd.,"10/16/1994:  In a series of three related attacks, Roy Ray Martin, El Trevino Muniga, and Ricky Rivera Muniga lured Melvin Johnson, an African American, to their car in Lubbock, Texas, United States and shot him.  Melvin Johnson died from his wounds.  The perpetrators hoped to incite a race war."
1994,10,16,United States,Texas (U.S. State),Lubbock,33.59233,-101.855869,0,Martin Luther King Blvd.,"10/16/1994:  In a series of three related attacks, Roy Ray Martin, El Trevino Muniga, and Ricky Rivera Muniga lured Autry Morgan Vaughn Jr., an African American, to their car in Lubbock, Texas, United States and shot him.  Autry Morgan Vaughn Jr. was wounded in the jaw but survived.  The perpetrators hoped to incite a race war."
1994,10,16,United States,Texas (U.S. State),Lubbock,33.59233,-101.855869,0,Martin Luther King Blvd.,"10/16/1994:  In a series of three related attacks, Roy Ray Martin, El Trevino Muniga, and Ricky Rivera Muniga lured Triellis Lee Stewart, an African American, to their car in Lubbock, Texas, United States and shot him.  Triellis Lee Stewart was shot in the hand and had a finger amputated.  The perpetrators hoped to incite a race war."
1994,10,17,United States,California (U.S. State),San Jose,37.338475,-121.885794,0,Incendiary device thrown through second floor window,"10/17/1994: Unknown perpetrators threw a Molotov cocktail into the Women's Community Clinic in San Jose, California, United States.  The firebomb did not ignite but the abortion clinic still sustained $500 in damages."
1994,10,25,United States,Ohio (U.S. State),Columbus,39.96196,-83.002984,0,Livingston Avenue,"10/25/1994: Three members  of the Aryan Republican Army robbed the Columbus National Bank in Columbus, Ohio, United States.  The perpetrators left an explosive device at the bank that authorities later determined to be operable.  $3,400 was stolen."
1994,11,11,United States,Iowa (U.S. State),Des Moines,41.58979,-93.615659,0,,"11/11/1994: Two members of the Aryan Republican Army robbed the East Des Moines National Bank in Des Moines, Iowa, United States.  $29,000 was stolen."
1994,12,9,United States,Ohio (U.S. State),Middleburg Heights,41.371738,-81.810877,0,,"12/9/1994: Four members of the Aryan Republican Army robbed the Third Federal Savings & Loan in Middleburg Heights, Ohio, United States.  $7,906 was stolen."
1994,12,10,United States,South Dakota (U.S. State),Rapid City,44.081165,-103.230889,0,,"12/10/1994: Unknown perpetrators set a fire at a Planned Parenthood facility being constructed in Rapid City, South Dakota, United States.  There were no casualties, but the unfinished building sustained $1,000 in damages."
1994,12,13,United States,Virginia (U.S. State),Newport News,36.980292,-76.427556,0,Flare dropped through mail slot.,"12/13/1994: Jennifer Spearle and Ryan Clark Martin ignited a flare at the Peninsula Medical Center for Women in Newport News, Virginia, United States.  There were no casualties, but the abortion clinic sustained $400 in damages."
1994,12,14,United States,Kansas (U.S. State),Kansas City,39.11338,-94.626824,0,Firebomb thrown off roof of the building,"12/14/1994: In a series of related attacks, unknown perpetrators threw a firebomb at the Central Family Medicine clinic in Kansas City, Kansas.  There were no casualties but the abortion clinic sustained around $1,000 in damages."
1994,12,14,United States,Missouri (U.S. State),Kansas City,39.10296,-94.583062,0,Incendiary device placed at front door,"12/14/1994: In a series of related attacks, unknown perpetrators attempted to light a firebomb in front of the Planned Parenthood of Greater Kansas City in Kansas City, Missouri, however, the incendiary device failed to ignite."
1994,12,27,United States,Missouri (U.S. State),Maryland Heights,38.716635,-90.436829,0,,"12/27/1994: Four members of the Aryan Republican Army robbed the Commercial Bank in Maryland Heights, Missouri, United States.  Before leaving the bank, one of the perpetrators set off a smoke grenade.  $30,144 was stolen."
1994,12,30,United States,Massachusetts (U.S. State),Brookline,42.333473,-71.120476,1,,"12/30/1994:  As part of a multiple attack, John Salvi III entered the Planned Parenthood League of Massachusetts clinic in Brookline, Massachusetts, United States, and fired at employees, patients, and visitors within the abortion facility.  Shannon Lowney, a receptionist at the clinic, was shot and killed and Anjana Agrawal, Antonio Hernandez, and Brian Murray were injured."
1994,12,30,United States,Massachusetts (U.S. State),Brookline,42.333473,-71.120476,1,,"12/30/1994:  As part of a multiple attack, John Salvi III entered the Preterm Health Services in Brookline, Massachusetts, United States, and fired at employees, patients, and visitors within the abortion facility.  Leanne Nichols, a receptionist at the clinic, was shot and killed and Jane Sauer and Richard J. Seron were injured.  Seron was able to scare Salvi away by firing at him with his own gun."
1994,12,31,United States,Virginia (U.S. State),Norfolk,36.846825,-76.285069,0,Shots fired at lobby in the rear of the building,"12/31/1994: John Salvi III approached the Norfolk's Hillcrest Clinic in Norfolk, Virginia, United States, and began firing shots at the abortion facility before his gun jammed and he drove away.  There were no casualties, but all windows in the lobby of the building were shattered.  Salvi was captured by authorities shortly after the incident."
1995,1,9,United States,Washington (U.S. State),Olympia,47.039225,-122.891429,0,,"1/9/2005: Unknown perpetrators ignited a fire at the Eastside Women's Health Clinic in Olympia, Washington, United States.  There were no casualties, but the abortion clinic sustained around $500,000 in damages."
1995,1,18,United States,Oregon (U.S. State),Grants Pass,42.44321,-123.324639,0,"Murphy, Oregon","1/18/1995: Paul James Priestley used a Molotov cocktail to set fire to store selling adult magazines in Grants Pass, Oregon, United States.  The business was destroyed.   Immediately following this incident, Priestley - armed with a shotgun and two pipe bombs - entered the nearby Lincoln Savage Middle School.  Wielding his shotgun, Priestley threatened school officials and demanded a ride to an abortion clinic.  He wanted to blow up a health care facility that performed abortions and kill a ""couple of doctors.""  However, his demands were unheeded  and, soon after, Priestley got into a scuffle with Damian McLean, the wrestling coach of the local high school.  Priestley was shot and wounded in the hip with his own shotgun and subsequently apprehended by the police."
1995,3,6,United States,Virginia (U.S. State),Norfolk,36.846825,-76.285069,0,,"3/6/1995: Jennifer Spearle and Ryan Clark Martin ignited a fire at the Tidewater Women's Health Center in Norfolk, Virginia, United States.  There were no casualties, but the abortion clinic sustained $5,000 in damages."
1995,3,28,United States,Nevada (U.S. State),Lamoille Canyon,40.729069,-115.47876,0,Humboldt National Forest,"3/28/1995: Michael Glen Mathias and Joseph Grant bombed an outhouse on a campground in Lamoille, Canyon Nevada, United States.  There were no casualties but the outhouse was damaged."
1995,3,29,United States,Iowa (U.S. State),Des Moines,41.58979,-93.615659,0,,"3/29/1995: Four members of the Aryan Republican Army robbed the Boatman's Bank in Des Moines, Iowa, United States.  The perpetratros left behind a fake pipe bomb at the bank and a live grenade in one of the getaway cars.  $28,225 was stolen."
1995,4,11,United States,New York (U.S. State),DeWitt,43.035066,-76.065477,0,"at Oneonta Beef Inc., a meat packing plant outside Syracuse, NY","4/11/1995: An unexploded homemade incendiary device was found underneath a delivery truck of the Oneonta Beef Inc., a meat distribution plant in DeWitt, New York, a suburb of Syracuse in the United States.  There were no casualties, nor property damage as the device failed to ignite. The device was made from a pair of two-liter plastic soda bottles containing flammable liquid, and was held together with duct tape, a book of matches and a fuse.  Animal rights activists, specifically members of the Animal Liberation Front (ALF) who were also believed to be affiliated with the Animal Defense League were suspected to be responsible for the incident.    Three days later, a second incendiary was placed at the beef company, and that time, it caused a fire resulting in damages (41495)."
1995,4,13,United States,Florida (U.S. State),Jacksonville,30.33138,-81.655799,0,Bomb placed in front of tax collector's office,"4/13/1995:  Unknown perpetrators detonated a bomb outside of the Duval county tax collector's office in Jacksonville, Florida, United States.  Authorities were unsure whether the target of the attack was the tax office or the adjacent All Women's Clinic.  There were no casualties but a hole was blown into the roof of the tax collector's office and all of the facility's windows were shattered.  It is unclear if the abortion clinic sustained damages."
1995,4,14,United States,New York (U.S. State),DeWitt,43.035066,-76.065477,0,"at Oneonta Beef Inc., a meat packing plant outside Syracuse, NY","4/14/1995: A homemade incendiary device ignited at the Oneonta Beef Inc. meat company in DeWitt, New York, a small suburb of Syracuse, in the United States.  The arson, which started at the garage nearby the building, caused about $6,000 in damage to the building.  The letters ""ALF"" and the slogans, ""meat sucks"" and ""meat is murder,"" were spray-painted at the scene.  There were no casualties in the incident, which is related to a prior incident, just three days earlier, where the same building was targeted with an incendiary, but the device failed to ignite (41195).  Animal rights activists, specifically members of the Animal Liberation Front (ALF) who were also believed to be affiliated with the Animal Defense League were suspected to be responsible for the incident."
1995,4,15,United States,California (U.S. State),Aptos,36.977173,-121.899402,0,"at General Lumber Company at 3573 Fern Flat Road in Aptos, CA","4/15/1995: Three logging trucks were set ablaze by explosions at the General Lumber Company in Aptos, California in the United States.  The extent of monetary property damage is unknown, but there were no casualties in the incident. Additionally, the type of explosive devices was unknown, and the same was true of the motives and perpetrator(s)."
1995,5,4,United States,Ohio (U.S. State),Canton,40.79781,-81.371569,0,Mailbox,"5/4/1995: Unknown perpetrators detonated a pipe bomb inside the mailbox belonging to the medical director of the Planned Parenthood of Stark County in Canton, Ohio, United States.  The mailbox, located across the street from the medical director's house, was destroyed and a window at her residence was shattered."
1995,5,23,United States,Kentucky (U.S. State),Louisville,38.25486,-85.766404,0,Near Interstate-65,"5/23/1995: Two members of the Aryan Republican Army robbed the Great Financial Bank in Louisville, Kentucky, United States.  The perpetrators left behind a fake bomb.  It is unknown exactly how much money was stolen because the money was attached to a dye pack used by the bank as a security device.  While the robbers were driving away, the dye pack exploded and only $2,400 was able to be salvaged."
1995,6,10,United States,Utah (U.S. State),Salt Lake City,40.759505,-111.888229,0,"at Majestic Meats at 115 W. 1700 South in Salt Lake City, UT","06/10/1995: Majestic Meats company in Salt Lake City, Utah in the United States was firebombed by animal activist and suspected member of the Animal Liberation Front (ALF), Jamie Boulter, who was  charged with arson for throwing a molotov cocktail into the building.  There were no casualties in the incident.  The flames scorched the second floor, but the smoke damage was minimal.  The extent of monetary damage is unknown. It appears other perpetrators were involved in this incident in collaboration with Boulter. The initials ""ALF"" along with ""Meat is murder"" and ""Vegan Power,"" were spray-painted on several of the company's trucks."
1995,6,15,United States,Utah (U.S. State),Murray,40.66211,-111.888319,0,"at Tandy Leather building at 5138 South State Street in Murray, Utah","06/15/1995: The Tandy Leather Factory in Murray, Utah in the United States, was firebombed by animal rights activist, Jacob Kenison, who belonged to the Animal Liberation Front (ALF), causing $300,000 in damages.  In addition to the Molotov cocktail thrown through the building, bricks were thrown through windows, and graffiti sprayed with slogans such as ""Leather is dead"", ""murderers,"" and ""ALF.""  There were no casualties in the incident.  Another perpetrator may have also involved in the firebombing.   Kenison was convicted of the firebombing and served time in prison."
1995,6,20,United States,South Carolina (U.S. State),Greeleyville,33.577784,-79.988963,0,,"6/20/1995: Two members of the Christian Knights of the Ku Klux Klan set fire to the Mount Zion African Methodist Episcopal Church in Greeleyville, South Carolina, United States.  The Black Baptist church was completely destroyed."
1995,6,21,United States,South Carolina (U.S. State),Bloomville,33.60939,-80.209839,0,,"6/21/1995: Two members of the Christian Knights of the Ku Klux Klan set fire to the Macedonia Baptist Church in Bloomville, South Carolina, United States.  The Black Baptist church was completely destroyed."
1995,6,22,United States,Wisconsin (U.S. State),Glendale,43.125946,-87.928409,0,,"6/22/1995: Two members of the Aryan Republican Army robbed the Guaranty Bank in Glendale, Wisconsin, United States.  Before leaving the bank, the perpetrators left a fake bomb and set off a smoke grenade.  A live grenade was also left in the getaway car.  It is unknown exactly how much money was stolen because the money was attached to a dye pack used by the bank as a security device.  While the robbers were driving away, the dye pack exploded and only $30,000 was able to be salvaged."
1995,8,16,United States,Missouri (U.S. State),Bridgeton,38.755299,-90.406378,0,,"8/16/1995: Two members of the Aryan Republican Army robbed the Magna Bank in Bridgeton, Missouri, United States.  Before leaving the bank, the perpetrators left a fake pipe bomb and set off a smoke grenade.  A live grenade was also left in the getaway car.  $16,606 was stolen."
1995,8,30,United States,Wisconsin (U.S. State),Madison,43.07295,-89.386694,0,4225 East Towne Blvd.,"8/30/1995: Five members of the Aryan Republican Army attempted to rob Bank One in Madison, Wisconsin, United States.  Before leaving the bank the robbers left a fake bomb and set off a smoke grenade.  $9,845 was stolen."
1995,11,7,United States,Florida (U.S. State),Clearwater,27.9656,-82.799764,0,Firebomb thrown at window of building,"11/7/1995:  Unknown perpetrators through a Molotov cocktail at the National Women's Health Services clinic in Clearwater, Florida, United States.  The firebomb failed to penetrate the facility, but the exterior of the building sustained $400 in damages.  There were no casualties."
1995,11,22,United States,Missouri (U.S. State),St. Louis,38.62774,-90.199514,0,,"11/22/1995: Two members of the Aryan Republican Army robbed the Roosevelt Bank in St. Louis, Missouri, United States.  Before leaving the bank, the perpetrators left a fake pipe bomb and set off a smoke grenade.  $2,500 was stolen."
1995,12,19,United States,Ohio (U.S. State),Sylvania,41.715575,-83.704249,0,,"12/19/1995: Three members of the Aryan Republican Army robbed the Mid-America Bank in Sylvania, Ohio, United States.  $7,400 was stolen."
1995,12,24,United States,Oregon (U.S. State),Eugene,44.04992,-123.088544,0,"at Dutch Girl Dairy ice cream shop on Grant Street in Eugene, OR","12/24/1995: Member of the Animal Liberation Front (ALF), Kevin Tubbs, placed three timed incendiary devices on three ice cream trucks at the Dutch Girl Dairy ice cream shop in Eugene, Oregon in the United States.  Two of the devices, all of which were made of one-liter plastic bottles filled with a flammable liquid and a timing device, consisting of paper matches wrapped around an incense stick which was placed into a fuel-soaked kitchen sponge, ignited two trucks.  The third device malfunctioned and was discovered in the wheel of the truck after a security guard and the fire department extinguished the first two fires; the device was rendered safe.  The two truck fires caused over $15,000 in damages, but there were no casualties in the incident.  After 6 years of ecotage and arson attacks, Tubbs was finally captured in 2005 and indicted for his crimes in 2006; in 2007, Tubbs was sentences to 12 years and 7 months in prison."
1996,1,12,United States,Virginia (U.S. State),Virginia Beach,36.848311,-75.979278,0,,"1/12/1996: Unknown perpetrators sent a mail bomb to the Christian Broadcasting Network in Virginia Beach, Virginia, United States.  The device was addressed to Reverend Pat Robertson who, at the time, had a television show on the station.  The suspicious package was discovered and subsequently blown up by the police."
1996,4,12,United States,California (U.S. State),Vacaville,38.351355,-121.993429,0,Interstate 80,"4/12/1996: Unknown perpetrators placed a pipe bomb in the 1955 Chevrolet truck of Gene Ainslee, a federal mine inspector.  The bomb detonated in the truck while Gene and his wife Rita were driving eastbound on Interstate 80 near Vacaville, California, United States.  Both Ainslees were injured but managed to escape the vehicle before it was engulfed with flames.  Before the incident, the United States Department of Labor office in Vacaville, where Gene Ainslee was employed, received an anonymous phone call stating ""you guys are all (expletive) dead. Timothy McVeigh lives on."""
1996,7,11,United States,Florida (U.S. State),Miami,25.728985,-80.237419,0,Little Havana,"7/11/1996: Unknown perpetrators threw a firebomb through the window of Centro Vasco, a Cuban restaurant in Miami, Florida, United States.  There were no casualties but the incendiary device ignited a small fire in the restaurant.  Cuban singer Rosita Fornes  was scheduled to perform five shows at Centro Vasco, however, they were subsequently canceled as a result of this incident."
1996,8,16,United States,Utah (U.S. State),West Jordan,40.60675,-111.938754,0,"at a McDonald's nearing completion of construction at 1250 W and 9000 S in West Jordan, UT","8/16/1996: Four animal-rights activists used a molotov cocktail and gasoline to set fire to a McDonald's fast food restaurant in West Jordan, Utah in the United States.  There were no injuries in the incident, which destroyed about 80% of the building under construction, which was nearing completion, causing at least $240,000 in damage.  In 2007, Mark Klein, Ryan Durfee, and Jason Troff were each sentenced to a year in prison after admitting their responsibility in the incident.  A fourth perpetrator was a 17-year old juvenile whose record was not released, was also charged in the incident after confessing, and then sentenced to probation."
1996,8,31,United States,Tennessee (U.S. State),Piperton,35.04819,-89.620111,0,"at RusDun Farms Inc. in Piperton, Tennessee","8/31/1996: The Animal Liberation Front (ALF) claimed responsibility for planting four incendiary devices in trucks and the loading dock area of the RusDun Farms Inc. in Piperton, Tennessee in the United States. Only one of the firebombs ignited, causing damage to one of the trucks.  The group also said that they sabotaged warehouse air conditioner units.  The extent of monetary property damage is unknown.  There were no casualties in the incident.  ALF sent out a communiqu?by fax to various news organizations, stating the group committed the attack on ''behalf of more than a half-million chickens imprisoned and in forced labor at the factory farm.''"
1996,9,18,United States,Oklahoma (U.S. State),Broken Arrow,36.050845,-95.789504,0,Device ignited at rear of building,"9/18/1996: A juvenile (whose name was not released by authorities) threw a Molotov cocktail at the Planned Parenthood of Eastern Oklahoma and Western Arkansas Broken Arrow Family Planning clinic in Oklahoma, United States.  There were no casualties but the abortion clinic was damaged."
1996,10,3,United States,California (U.S. State),Lancaster,34.698905,-118.144779,0,1255 W. Avenue I,"10/3/1996: Geoffrey Barr bombed the Back Door Bar, a gay establishment, in Lancaster, California, United States.  One person was injured and the bar sustained minor damage."
1996,10,28,United States,Oregon (U.S. State),Detroit,44.73573,-122.150849,0,"at the Detroit Ranger Station in Williamette National Forest in Detroit, OR","10/28/1996: Two members of the Animal Liberation Front (ALF) and Earth Liberation Front (ELF), Jacob Ferguson and Josephine Overaker, were responsible for placing two incendiary devices at the Detroit Ranger Station in the Williamette National Forest in Detroit, Oregon in the United States.  One device was lit and placed on the roof of the station, and the second ignited in the back of one of the United States Forest Service (USFS) pickup trucks.  The one on the roof failed to detonate, but the arson from the second incendiary caused about $21,500 worth of damage to the ranger station facilities.  There were no casualties in the incident.  Ferguson and Overtaker also spray-painted graffiti on the trucks and walls of the building with slogans such as “Earth Liberation Front,"" the anarchist “A,?and “STOP RAPING OUR FORESTS U.S.F.S.?Ferguson and Overtaker were part of a group calling themselves ""The Family,"" which proceeded to commit nearly 20 arson and ecotage attacks over a 6 year period.  Upon fear of a life behind bars, Ferguson became a government informant and witness in the case, landing him a sentence of 2 years probation, and as of 2008, Overtaker remained a fugitive being sought by the government after being indicted for her involvement in the crimes."
1996,10,30,United States,Oregon (U.S. State),Oakridge,43.747695,-122.456799,0,"at the US Forest Service Oakridge Ranger Station in Williamette National Forest in Oakridge, Oregon","10/30/1996: Three members of the Animal and Earth Liberation Fronts (ALF and ELF), Jacob Ferguson, Kevin Tubbs and Josephine Overaker, set a gasoline fire at the Oakridge Ranger Station in the Williamette National Forest in Oakridge, Oregon in the United States.  One incendiary device was placed in a recycling dumpster at the southwest corner of the ranger station, and the second was planted on the outside of one of the walls of the station, causing an estimated $3,316,150 in damages to replace the building, and $1,758,039 for the contents, for a total loss of $5,074,189, in addition to a vast amount of lost research material.  There were no casualties in the incident.  The three selected the Oakridge Ranger Station for the target of this arson due to their familiarity with it during their opposition to the Warner Creek timber sale sometime earlier.  The perpetrators were part of a group calling themselves ""The Family,"" which proceeded to commit nearly 20 arson and ecotage attacks over a 6 year period.  Upon fear of a life behind bars, Ferguson became a government informant and witness in the case, landing him a sentence of 2 years probation, and as of 2008, Overtaker remained a fugitive being sought by the government after being indicted for her involvement in the crimes. Tubbs was sentenced to 12 years and 7 months in prison for his involvement."
1996,11,12,United States,Minnesota (U.S. State),Bloomington,44.820491,-93.306364,0,"at Alaskan Fur Company, Inc.  on Normandale Boulevard, near Bloomington, MN","11/12/1996:  Members of the Animal Liberation Front (ALF) are suspected to be responsible for throwing an incendiary through the window of Alaskan Fur Company Inc., near Bloomington, Minnesota in the United States, resulting in arson which caused an estimated $2 million in property damage to fur coats and other merchandise as well as $250,000 in structural damage to the two-story brick building.  There were no casualties in the incident."
1997,1,1,United States,Oklahoma (U.S. State),Tulsa,36.149745,-95.993334,0,One firebomb ignited inside the kitchen located at the rear of the building.  The other firebomb ignited on the outside grass of the facility.,"1/1/1997: A juvenile (whose name was not released by authorities) threw two Molotov cocktails at the Reproductive Services clinic in Tulsa, Oklahoma, United States.  There were no casualties but the abortion clinic sustained $7,000 in damages."
1997,1,13,United States,New York (U.S. State),New York City,40.71455,-74.007124,0,Manhattan,"1/13/1997:  Unknown perpetrators sent four letter bombs to the Al-Hayat newspaper's bureau at the United Nations Headquarters in Manhattan, New York, United States.  All four bombs, postmarked from Alexandria Egypt, were discovered and subsequently disarmed."
1997,1,19,United States,Oklahoma (U.S. State),Tulsa,36.149745,-95.993334,0,Bombs detonated at the back of the facility,"1/19/1997: A juvenile (whose name was not released by authorities) detonated two pipe bombs at the Reproductive Services clinic in Tulsa, Oklahoma, United States.  There were no casualties but the abortion clinic sustained $2,500 in damages."
1997,2,1,United States,Oklahoma (U.S. State),Tulsa,36.149745,-95.993334,0,,"2/1/1997: A juvenile (whose name was not released by authorities) broke into the Reproductive Services clinic in Tulsa, Oklahoma, United States, and fired several rounds from his handgun at medical and office equipment.  An FBI monitor, a procedure table, and some medical equipment were damaged."
1997,2,13,United States,Florida (U.S. State),Jacksonville,30.33138,-81.655799,0,,"2/13/1997:  Harry Shapiro placed a pipe bomb at the Jacksonville Jewish Center in Jacksonville, Florida, United States.  The bomb did not detonate and was discovered by a group of children nine days later.  Former Israeli Prime Minister Shimon Peres spoke at the Conservative Jewish synagogue on the same day the bomb was scheduled to detonate."
1997,3,11,United States,Utah (U.S. State),Sandy,40.56976,-111.894984,0,"at the Fur Breeders Agricultural Cooperative at 8700 South 700 West in Sandy, UT","03/11/1997: Members of the Animal Liberation Front (ALF) planted six pipe bombs, some laced with nails, at the offices and trucks of the Fur Breeders Agricultural Cooperative, a plant producing feed for mink farms, in Sandy, Utah, United States.  All six bombs exploded, causing $1,000,000 in property damage.  There were no casualties in the incident, and none of the 800 mink in the building were harmed. The same day, a caller phoned the KSL radio station, claiming responsibility for the incident in the name of ALF, and a second call was made to Coalition to Abolish the Fur Trade, also claiming the incident in the name of animal rights activists, but there was no specific reference to a person or group.  The perpetrators, Alexander David Slack, Clinton Colby Ellerman, Douglas Joshua Ellerman, Sean Albert Gautschy,  Adam Troy Peace, and Andrew Bishop, were arrested and indicted for their involvement in the incident and an alleged earlier attempt to bomb the co-op, which was aborted when they saw police presence.  After a trial, Sean Albert Gautschy,  Adam Troy Peace, and Andrew Bishop were acquitted, while Clinton Ellerman was sentenced to 5 years in prison, Douglas Ellerman to 7 years (which was later reduced by 13 months); Slack committed suicide months prior to the trial."
